steam_appid,categories,developers,genres,is_free,name,platforms,publishers,release_date,required_age,supported_languages,type,website,price_currency,price_initial,support_url,support_email,coming_soon,review_score,review_score_desc,total_positive,total_negative,total_reviews,positive_rate,controller_support,dlc,metacritic
612820,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","YummyYummyTummy,Mintsphere","Action,RPG",False,Fallen Legion: Rise to Glory,windows,YummyYummyTummy,2018-01-05,0,"English*,Simplified Chinese,Traditional Chinese,Japanese*,Korean",game,http://www.fallenlegiongame.com,IDR,19999900.0,http://www.fallenlegiongame.com,https://docs.google.com/forms/d/e/1FAIpQLSckIrVTd2NnkYY9dRlGWc5_tbxI1wkf0ZTfPFMAmuZFIN7l_g/viewform,False,5,Mixed,31,23,54,57.407407407407405,full,,66.0
315860,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards",Ekuator Games,"Indie,RPG",False,Celestian Tales: Old North,"windows,mac,linux",Digital Tribe,2015-08-10,0,English,game,http://www.ekuatorgames.com/,IDR,8399900.0,http://www.ekuatorgames.com/contact/,help@digitaltribegames.com,False,5,Mixed,225,103,328,68.59756097560977,full,"413330,462610,462611",
291290,Single-player,Gamebell Studio,"Adventure,Casual,Indie",False,Motte Island,"windows,mac",One Aperture,2014-04-07,0,English,game,www.oneaperture.com,IDR,4599900.0,www.oneaperture.com,support@oneaperture.com,False,7,Positive,15,1,16,93.75,,,
1642460,Single-player,Miracle Gates Entertainment,"Action,Casual",False,Grey Lucidity - Horror Visual Novel,windows,Miracle Gates Entertainment,2021-08-06,0,"English*,Japanese*",game,,IDR,3999900.0,https://www.facebook.com/miraclegates,developer@miraclegates.com,False,0,4 user reviews,2,2,4,50.0,,,
738270,"Single-player,Steam Achievements,Full controller support,Steam Cloud",Studio Namaapa,"Indie,Simulation",False,Ciel Fledge: A Daughter Raising Simulator,"windows,linux",PQube,2020-02-20,0,"English,French,Japanese,Russian,Simplified Chinese",game,https://pqube.co.uk/cielfledge/,IDR,6999900.0,http://studionamaapa.com/,info@studionamaapa.com,False,6,Mostly Positive,46,18,64,71.875,full,,
269790,"Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud",Digital Happiness,"Adventure,Indie",False,DreadOut,"windows,linux",Digital Happiness,2014-05-15,0,"English*,Italian,German,Polish,Portuguese - Brazil,Russian,Spanish - Spain,Hungarian,Simplified Chinese,Japanese",game,http://digitalhappiness.net/,IDR,9599900.0,http://digitalhappiness.net/,support@digitalhappiness.net,False,6,Mostly Positive,2829,852,3681,76.85411572942135,,298680,55.0
1055210,"Single-player,Multi-player,PvP,Online PvP,LAN PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud,Remote Play Together",Freemergency,"Action,Free to Play,Indie",True,Retrograde Arena,windows,Neon Doctrine,2020-05-28,0,"English,Japanese,Portuguese - Brazil,Russian,Simplified Chinese,Traditional Chinese",game,https://freemergency.weebly.com/,,,freemergency.weebly.com,support.freemergency@gmail.com,False,0,3 user reviews,3,0,3,100.0,full,"1333740,1333400,1333741",
1356280,"Single-player,Multi-player,Co-op,Shared/Split Screen Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Cloud,Remote Play Together",Twin Hearts,"Action,Adventure,RPG",False,Kitaria Fables,windows,PQube,2021-09-01,0,"English*,French,German,Spanish - Spain,Japanese,Russian,Korean,Simplified Chinese,Traditional Chinese,Portuguese - Brazil,Italian",game,http://pqube.co.uk/kitaria-fables,IDR,10899900.0,www.pqube.co.uk,pr@pqube.co.uk,False,6,Mostly Positive,553,161,714,77.45098039215686,full,"1582422,1650160,1650170,1650171,1650172,1650173,1650174,1650175,1650176,1650177,1650178,1650179,1650230,1650231,1650232,1650233,1650260,1793720,1793721,1793722,1793723,1793724,1793725",
1703930,"Single-player,Steam Workshop,Includes level editor",Toge Productions,"Casual,Free to Play,Indie,Simulation,Strategy",True,Kriegsfront Battlescaper - Diorama Editor,windows,Toge Productions,2022-08-04,0,English,game,https://www.togeproductions.com/project/kriegsfront-tactics/,,,https://togeproductions.com/,info@togeproductions.com,False,0,No user reviews,0,0,0,,,,
269310,"Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud",Toge Productions,"Action,Adventure,Indie,RPG,Simulation,Strategy",False,Infectonator: Survivors,"windows,mac",Toge Productions,2016-08-08,0,English*,game,http://www.togeproductions.com,IDR,8999900.0,http://infectonatorsurvivors.com/,developers@togeproductions.com,False,5,Mixed,543,252,795,68.30188679245282,,707490,
